Country name,Year,Shock Category,Shock Type,count
Bolivia,1993,TECHNOLOGICAL,Road,1
Bolivia,1994,CLIMATIC,Drought,1
Bolivia,1994,CLIMATIC,Mass movement (wet),1
Bolivia,1994,CONFLICTS,Terrorist attack,8
Bolivia,1994,ECONOMIC,Banking Crises,1
Bolivia,1994,ECONOMIC,Currency Crises,1
Bolivia,1994,GEOPHYSICAL,Earthquake,1
Bolivia,1995,CONFLICTS,Terrorist attack,2
Bolivia,1995,ECONOMIC,Currency Crises,1
Bolivia,1996,CLIMATIC,Mass movement (wet),1
Bolivia,1996,CONFLICTS,Terrorist attack,1
Bolivia,1996,ECONOMIC,Currency Crises,1
Bolivia,1996,TECHNOLOGICAL,Road,1
Bolivia,1997,CLIMATIC,Flood,2
Bolivia,1997,CONFLICTS,Terrorist attack,4
Bolivia,1997,ECOLOGICAL,Infectious disease,2
Bolivia,1997,ECONOMIC,Currency Crises,1
Bolivia,1998,CLIMATIC,Mass movement (wet),1
Bolivia,1998,ECOLOGICAL,Infectious disease,1
Bolivia,1998,ECONOMIC,Currency Crises,1
Bolivia,1998,GEOPHYSICAL,Earthquake,1
Bolivia,1998,TECHNOLOGICAL,Road,1
Bolivia,1999,CLIMATIC,Flood,1
Bolivia,1999,CLIMATIC,Wildfire,1
Bolivia,1999,ECOLOGICAL,Infectious disease,2
Bolivia,1999,TECHNOLOGICAL,Road,3
Bolivia,2000,CLIMATIC,Drought,1
Bolivia,2000,CLIMATIC,Extreme temperature,1
Bolivia,2000,CLIMATIC,Flood,2
Bolivia,2000,TECHNOLOGICAL,Road,3
Bolivia,2001,CLIMATIC,Extreme temperature,1
Bolivia,2001,CLIMATIC,Flood,1
Bolivia,2001,ECONOMIC,Currency Crises,1
Bolivia,2002,CLIMATIC,Flood,1
Bolivia,2002,CLIMATIC,Storm,1
Bolivia,2002,CLIMATIC,Wildfire,1
Bolivia,2002,TECHNOLOGICAL,Road,2
Bolivia,2003,CLIMATIC,Flood,3
Bolivia,2003,CLIMATIC,Mass movement (wet),1
Bolivia,2003,CONFLICTS,Terrorist attack,1
Bolivia,2003,TECHNOLOGICAL,Road,2
Bolivia,2004,CLIMATIC,Drought,1
Bolivia,2004,TECHNOLOGICAL,Road,2
Bolivia,2005,CLIMATIC,Wildfire,1
Bolivia,2005,CONFLICTS,Terrorist attack,1
Bolivia,2006,CLIMATIC,Flood,2
Bolivia,2006,TECHNOLOGICAL,Road,2
Bolivia,2007,CLIMATIC,Extreme temperature,1
Bolivia,2007,CLIMATIC,Flood,2
Bolivia,2007,CONFLICTS,Terrorist attack,3
Bolivia,2008,CLIMATIC,Drought,1
Bolivia,2008,CLIMATIC,Storm,1
Bolivia,2008,TECHNOLOGICAL,Road,4
Bolivia,2009,CLIMATIC,Flood,1
Bolivia,2009,CONFLICTS,Terrorist attack,3
Bolivia,2009,ECOLOGICAL,Infectious disease,1
Bolivia,2009,TECHNOLOGICAL,Road,1
Bolivia,2010,CLIMATIC,Drought,1
Bolivia,2010,CLIMATIC,Extreme temperature,1
Bolivia,2010,CLIMATIC,Flood,1
Bolivia,2010,CLIMATIC,Wildfire,1
Bolivia,2010,ECOLOGICAL,Infectious disease,1
Bolivia,2010,TECHNOLOGICAL,Road,3
Bolivia,2011,CLIMATIC,Flood,1
Bolivia,2011,CLIMATIC,Mass movement (wet),1
Bolivia,2011,TECHNOLOGICAL,Collapse (Industrial),2
Bolivia,2011,TECHNOLOGICAL,Road,2
Bolivia,2012,CLIMATIC,Flood,1
Bolivia,2012,CONFLICTS,Terrorist attack,1
Bolivia,2012,TECHNOLOGICAL,Road,1
Bolivia,2012,TECHNOLOGICAL,Water,1
Bolivia,2013,CLIMATIC,Drought,1
Bolivia,2013,CLIMATIC,Extreme temperature,1
Bolivia,2013,CLIMATIC,Flood,2
Bolivia,2013,CLIMATIC,Mass movement (wet),1
Bolivia,2013,TECHNOLOGICAL,Miscellaneous accident (General),1
Bonaire, Saint Eustatius and Saba,2009,ECOLOGICAL,Infectious disease
Bosnia and Herzegovina,1971,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1971,TECHNOLOGICAL,Rail,0
Bosnia and Herzegovina,1972,ECOLOGICAL,Infectious disease,0
Bosnia and Herzegovina,1973,CONFLICTS,Terrorist attack,0
Bosnia and Herzegovina,1974,CONFLICTS,Terrorist attack,0
Bosnia and Herzegovina,1974,TECHNOLOGICAL,Rail,0
Bosnia and Herzegovina,1975,TECHNOLOGICAL,Fire (Miscellaneous),0
Bosnia and Herzegovina,1976,TECHNOLOGICAL,Air,0
Bosnia and Herzegovina,1977,CONFLICTS,Terrorist attack,0
Bosnia and Herzegovina,1979,CLIMATIC,Flood,0
Bosnia and Herzegovina,1979,GEOPHYSICAL,Earthquake,0
Bosnia and Herzegovina,1979,TECHNOLOGICAL,Rail,0
Bosnia and Herzegovina,1980,CONFLICTS,Terrorist attack,0
Bosnia and Herzegovina,1980,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1980,GEOPHYSICAL,Earthquake,0
Bosnia and Herzegovina,1981,CLIMATIC,Flood,0
Bosnia and Herzegovina,1981,CONFLICTS,Terrorist attack,0
Bosnia and Herzegovina,1981,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1981,GEOPHYSICAL,Earthquake,0
Bosnia and Herzegovina,1983,CLIMATIC,Wildfire,0
Bosnia and Herzegovina,1983,CONFLICTS,Terrorist attack,0
Bosnia and Herzegovina,1983,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1983,ECONOMIC,Debt Crises,1
Bosnia and Herzegovina,1983,GEOPHYSICAL,Earthquake,0
Bosnia and Herzegovina,1984,CONFLICTS,Terrorist attack,0
Bosnia and Herzegovina,1984,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1984,TECHNOLOGICAL,Explosion (Industrial),0
Bosnia and Herzegovina,1984,TECHNOLOGICAL,Rail,0
Bosnia and Herzegovina,1985,CLIMATIC,Wildfire,0
Bosnia and Herzegovina,1985,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1985,GEOPHYSICAL,Earthquake,0
Bosnia and Herzegovina,1986,CLIMATIC,Flood,0
Bosnia and Herzegovina,1986,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1987,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1987,ECONOMIC,Debt Crises,1
Bosnia and Herzegovina,1987,TECHNOLOGICAL,Road,0
Bosnia and Herzegovina,1988,CLIMATIC,Extreme temperature,0
Bosnia and Herzegovina,1988,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1988,ECONOMIC,Debt Crises,1
Bosnia and Herzegovina,1988,TECHNOLOGICAL,Rail,0
Bosnia and Herzegovina,1988,TECHNOLOGICAL,Road,0
Bosnia and Herzegovina,1989,CONFLICTS,Terrorist attack,0
Bosnia and Herzegovina,1989,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1989,ECONOMIC,Debt Crises,1
Bosnia and Herzegovina,1989,TECHNOLOGICAL,Explosion (Industrial),0
Bosnia and Herzegovina,1989,TECHNOLOGICAL,Rail,0
Bosnia and Herzegovina,1990,CLIMATIC,Drought,0
Bosnia and Herzegovina,1990,CLIMATIC,Flood,0
Bosnia and Herzegovina,1990,CONFLICTS,Terrorist attack,0
Bosnia and Herzegovina,1990,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1990,TECHNOLOGICAL,Explosion (Industrial),0
Bosnia and Herzegovina,1991,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,1991,CONFLICTS,Terrorist attack,2
Bosnia and Herzegovina,1991,ECOLOGICAL,Fisheries,0
Bosnia and Herzegovina,1991,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1991,ECONOMIC,Debt Crises,1
Bosnia and Herzegovina,1992,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,1992,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,1992,CONFLICTS,Terrorist attack,24
Bosnia and Herzegovina,1992,ECONOMIC,Banking Crises,1
Bosnia and Herzegovina,1993,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,1993,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,1993,CONFLICTS,Terrorist attack,6
Bosnia and Herzegovina,1993,ECONOMIC,Banking Crises,1
Bosnia and Herzegovina,1994,CONFLICTS,Intrastate conflict,3
Bosnia and Herzegovina,1994,CONFLICTS,Terrorist attack,9
Bosnia and Herzegovina,1994,ECONOMIC,Banking Crises,1
Bosnia and Herzegovina,1994,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1995,CONFLICTS,Intrastate conflict,2
Bosnia and Herzegovina,1995,CONFLICTS,Terrorist attack,6
Bosnia and Herzegovina,1995,ECONOMIC,Banking Crises,1
Bosnia and Herzegovina,1995,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1996,CONFLICTS,Terrorist attack,35
Bosnia and Herzegovina,1996,ECOLOGICAL,Infectious disease,1
Bosnia and Herzegovina,1996,ECONOMIC,Banking Crises,1
Bosnia and Herzegovina,1996,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1997,CONFLICTS,Terrorist attack,48
Bosnia and Herzegovina,1997,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1997,TECHNOLOGICAL,Air,1
Bosnia and Herzegovina,1998,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,1998,CONFLICTS,Terrorist attack,16
Bosnia and Herzegovina,1998,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,1999,CLIMATIC,Storm,1
Bosnia and Herzegovina,1999,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,1999,CONFLICTS,Terrorist attack,8
Bosnia and Herzegovina,1999,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,2000,CLIMATIC,Drought,1
Bosnia and Herzegovina,2000,CLIMATIC,Mass movement (wet),1
Bosnia and Herzegovina,2000,CONFLICTS,Terrorist attack,8
Bosnia and Herzegovina,2000,ECONOMIC,Currency Crises,1
Bosnia and Herzegovina,2000,TECHNOLOGICAL,Road,1
Bosnia and Herzegovina,2001,CLIMATIC,Flood,1
Bosnia and Herzegovina,2001,CONFLICTS,Terrorist attack,5
Bosnia and Herzegovina,2002,CONFLICTS,Terrorist attack,3
Bosnia and Herzegovina,2003,CLIMATIC,Drought,1
Bosnia and Herzegovina,2003,CONFLICTS,Terrorist attack,1
Bosnia and Herzegovina,2004,CLIMATIC,Flood,2
Bosnia and Herzegovina,2005,CLIMATIC,Flood,1
Bosnia and Herzegovina,2005,CLIMATIC,Storm,1
Bosnia and Herzegovina,2005,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,2005,CONFLICTS,Terrorist attack,1
Bosnia and Herzegovina,2006,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,2006,CONFLICTS,Terrorist attack,1
Bosnia and Herzegovina,2007,CLIMATIC,Extreme temperature,1
Bosnia and Herzegovina,2007,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,2007,CONFLICTS,Terrorist attack,2
Bosnia and Herzegovina,2008,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,2008,CONFLICTS,Terrorist attack,4
Bosnia and Herzegovina,2008,TECHNOLOGICAL,Air,1
Bosnia and Herzegovina,2009,CLIMATIC,Extreme temperature,1
Bosnia and Herzegovina,2009,CLIMATIC,Flood,2
Bosnia and Herzegovina,2009,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,2009,CONFLICTS,Terrorist attack,1
Bosnia and Herzegovina,2009,ECOLOGICAL,Infectious disease,1
Bosnia and Herzegovina,2010,CLIMATIC,Extreme temperature,1
Bosnia and Herzegovina,2010,CLIMATIC,Flood,2
Bosnia and Herzegovina,2010,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,2010,CONFLICTS,Terrorist attack,1
Bosnia and Herzegovina,2011,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,2011,CONFLICTS,Terrorist attack,1
Bosnia and Herzegovina,2012,CLIMATIC,Extreme temperature,1
Bosnia and Herzegovina,2012,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,2013,CONFLICTS,Intrastate conflict,1
Bosnia and Herzegovina,2013,CONFLICTS,Terrorist attack,1
Botswana,1970,CLIMATIC,Drought,1
Botswana,1972,CLIMATIC,Flood,1
Botswana,1974,CONFLICTS,Terrorist attack,1
Botswana,1978,ECOLOGICAL,Fisheries,1
Botswana,1982,CLIMATIC,Drought,1
Botswana,1984,ECONOMIC,Currency Crises,1
Botswana,1985,CONFLICTS,Terrorist attack,1
Botswana,1985,ECONOMIC,Currency Crises,1
Botswana,1986,ECOLOGICAL,Infestation,1
Botswana,1987,CONFLICTS,Terrorist attack,1
Botswana,1988,CLIMATIC,Flood,1
Botswana,1988,CONFLICTS,Terrorist attack,3
Botswana,1988,ECOLOGICAL,Infectious disease,1
Botswana,1989,CONFLICTS,Terrorist attack,2
Botswana,1990,CONFLICTS,Terrorist attack,1
Botswana,1992,CLIMATIC,Drought,1
Botswana,1995,CLIMATIC,Flood,1
Botswana,1995,CONFLICTS,Terrorist attack,1
Botswana,1998,CONFLICTS,Intrastate conflict,1
Botswana,2000,CLIMATIC,Flood,1
Botswana,2001,ECONOMIC,Currency Crises,1
Botswana,2004,CLIMATIC,Flood,1
Botswana,2009,CLIMATIC,Flood,2
Botswana,2009,CLIMATIC,Storm,1
Botswana,2009,ECOLOGICAL,Infectious disease,1
Botswana,2011,CLIMATIC,Flood,1
Botswana,2013,CLIMATIC,Flood,1
Brazil,1970,CLIMATIC,Drought,1
Brazil,1970,CLIMATIC,Flood,1
Brazil,1970,CONFLICTS,Terrorist attack,6
Brazil,1970,TECHNOLOGICAL,Rail,1
Brazil,1971,CLIMATIC,Flood,2
Brazil,1971,CONFLICTS,Terrorist attack,3
Brazil,1972,CONFLICTS,Terrorist attack,3
Brazil,1972,TECHNOLOGICAL,Industrial accident (General),1
Brazil,1973,CLIMATIC,Flood,1
Brazil,1973,CONFLICTS,Terrorist attack,2
Brazil,1974,CLIMATIC,Flood,1
Brazil,1974,CLIMATIC,Mass movement (wet),2
Brazil,1974,ECOLOGICAL,Infectious disease,1
Brazil,1974,TECHNOLOGICAL,Fire (Miscellaneous),1
Brazil,1975,CLIMATIC,Extreme temperature,2
Brazil,1975,CLIMATIC,Flood,1
Brazil,1975,ECOLOGICAL,Infectious disease,1
Brazil,1976,CONFLICTS,Terrorist attack,5
Brazil,1976,ECONOMIC,Currency Crises,1
Brazil,1977,CLIMATIC,Drought,1
Brazil,1977,CLIMATIC,Flood,3
Brazil,1977,CLIMATIC,Storm,1
Brazil,1977,CONFLICTS,Terrorist attack,1
Brazil,1978,CLIMATIC,Drought,1
Brazil,1978,CLIMATIC,Flood,1
Brazil,1978,CONFLICTS,Terrorist attack,5
Brazil,1979,CLIMATIC,Drought,1
Brazil,1979,CLIMATIC,Flood,1
Brazil,1979,CONFLICTS,Terrorist attack,6
Brazil,1979,ECONOMIC,Currency Crises,1
Brazil,1980,CLIMATIC,Flood,2
Brazil,1980,CLIMATIC,Storm,1
Brazil,1980,CONFLICTS,Terrorist attack,19
Brazil,1980,ECONOMIC,Currency Crises,1
Brazil,1981,CLIMATIC,Flood,2
Brazil,1981,CONFLICTS,Terrorist attack,11
Brazil,1981,ECONOMIC,Currency Crises,1
Brazil,1981,TECHNOLOGICAL,Water,2
Brazil,1982,CLIMATIC,Storm,1
Brazil,1982,CONFLICTS,Terrorist attack,4
Brazil,1982,ECONOMIC,Currency Crises,1
Brazil,1982,TECHNOLOGICAL,Air,1
Brazil,1983,CLIMATIC,Drought,1
Brazil,1983,CLIMATIC,Flood,2
Brazil,1983,CLIMATIC,Mass movement (wet),1
Brazil,1983,CONFLICTS,Terrorist attack,8
Brazil,1983,ECONOMIC,Currency Crises,1
Brazil,1983,ECONOMIC,Debt Crises,1
Brazil,1983,TECHNOLOGICAL,Industrial accident (General),1
Brazil,1984,CLIMATIC,Flood,5
Brazil,1984,CLIMATIC,Storm,1
Brazil,1984,CONFLICTS,Terrorist attack,5
Brazil,1984,ECOLOGICAL,Infectious disease,1
Brazil,1984,ECONOMIC,Currency Crises,1
Brazil,1984,TECHNOLOGICAL,Explosion (Industrial),1
Brazil,1984,TECHNOLOGICAL,Fire (Industrial),1
Brazil,1984,TECHNOLOGICAL,Miscellaneous accident (General),1
Brazil,1985,CLIMATIC,Drought,1
Brazil,1985,CLIMATIC,Flood,2
Brazil,1985,CLIMATIC,Storm,1
Brazil,1985,CONFLICTS,Terrorist attack,1
Brazil,1985,ECONOMIC,Currency Crises,1
Brazil,1985,TECHNOLOGICAL,Industrial accident (General),1
Brazil,1986,CLIMATIC,Flood,1
Brazil,1986,CONFLICTS,Terrorist attack,3
Brazil,1986,ECOLOGICAL,Infectious disease,1
Brazil,1986,ECONOMIC,Currency Crises,1
Brazil,1986,GEOPHYSICAL,Earthquake,1
Brazil,1986,TECHNOLOGICAL,Fire (Miscellaneous),1
Brazil,1987,CLIMATIC,Drought,1
Brazil,1987,CLIMATIC,Flood,2
Brazil,1987,CONFLICTS,Terrorist attack,1
Brazil,1987,ECONOMIC,Currency Crises,1
Brazil,1987,ECONOMIC,Debt Crises,1
Brazil,1987,TECHNOLOGICAL,Air,1
Brazil,1987,TECHNOLOGICAL,Collapse (Miscellaneous),1
Brazil,1987,TECHNOLOGICAL,Radiation,1
Brazil,1987,TECHNOLOGICAL,Rail,1
Brazil,1987,TECHNOLOGICAL,Road,4
Brazil,1987,TECHNOLOGICAL,Water,1
Brazil,1988,CLIMATIC,Drought,1
Brazil,1988,CLIMATIC,Extreme temperature,1
Brazil,1988,CLIMATIC,Flood,3
Brazil,1988,CONFLICTS,Terrorist attack,2
Brazil,1988,ECOLOGICAL,Infectious disease,1
Brazil,1988,ECONOMIC,Currency Crises,1
Brazil,1988,ECONOMIC,Debt Crises,1
Brazil,1988,TECHNOLOGICAL,Road,4
Brazil,1988,TECHNOLOGICAL,Water,3
Brazil,1989,CLIMATIC,Flood,4
Brazil,1989,CLIMATIC,Mass movement (wet),3
Brazil,1989,CLIMATIC,Storm,1
Brazil,1989,CONFLICTS,Terrorist attack,5
Brazil,1989,ECONOMIC,Currency Crises,1
Brazil,1989,ECONOMIC,Debt Crises,1
Brazil,1989,TECHNOLOGICAL,Air,2
Brazil,1989,TECHNOLOGICAL,Collapse (Miscellaneous),1
Brazil,1989,TECHNOLOGICAL,Road,1
Brazil,1990,CLIMATIC,Flood,2
Brazil,1990,CONFLICTS,Terrorist attack,7
Brazil,1990,ECONOMIC,Banking Crises,1
Brazil,1990,ECONOMIC,Currency Crises,1
Brazil,1990,ECONOMIC,Debt Crises,1
Brazil,1990,TECHNOLOGICAL,Air,1
Brazil,1990,TECHNOLOGICAL,Road,1
Brazil,1991,CLIMATIC,Flood,1
Brazil,1991,CLIMATIC,Mass movement (wet),1
Brazil,1991,CONFLICTS,Terrorist attack,24
Brazil,1991,ECOLOGICAL,Infectious disease,1
Brazil,1991,ECOLOGICAL,Infestation,1
Brazil,1991,ECONOMIC,Banking Crises,1
Brazil,1991,ECONOMIC,Currency Crises,1
Brazil,1991,TECHNOLOGICAL,Air,2
Brazil,1991,TECHNOLOGICAL,Explosion (Industrial),1
Brazil,1991,TECHNOLOGICAL,Fire (Miscellaneous),1
Brazil,1991,TECHNOLOGICAL,Miscellaneous accident (General),1
Brazil,1991,TECHNOLOGICAL,Road,2
Brazil,1992,CLIMATIC,Flood,4
Brazil,1992,CLIMATIC,Mass movement (wet),1
Brazil,1992,CONFLICTS,Terrorist attack,24
Brazil,1992,ECONOMIC,Banking Crises,1
Brazil,1992,ECONOMIC,Currency Crises,1
Brazil,1992,ECONOMIC,Debt Crises,1
Brazil,1993,CONFLICTS,Terrorist attack,24
Brazil,1993,ECONOMIC,Banking Crises,1
Brazil,1993,ECONOMIC,Currency Crises,1
Brazil,1993,ECONOMIC,Debt Crises,1
Brazil,1993,TECHNOLOGICAL,Road,3
Brazil,1994,CLIMATIC,Drought,1
Brazil,1994,CLIMATIC,Extreme temperature,1
Brazil,1994,CLIMATIC,Storm,1
Brazil,1994,CONFLICTS,Terrorist attack,19
Brazil,1994,ECONOMIC,Banking Crises,1
Brazil,1994,ECONOMIC,Currency Crises,1
Brazil,1994,TECHNOLOGICAL,Air,1
Brazil,1994,TECHNOLOGICAL,Collapse (Industrial),1
Brazil,1994,TECHNOLOGICAL,Explosion (Industrial),1
Brazil,1994,TECHNOLOGICAL,Rail,1
Brazil,1994,TECHNOLOGICAL,Road,2
Brazil,1995,CLIMATIC,Flood,3
Brazil,1995,CLIMATIC,Mass movement (wet),2
Brazil,1995,CONFLICTS,Terrorist attack,23
Brazil,1995,ECOLOGICAL,Infectious disease,1
Brazil,1995,ECONOMIC,Banking Crises,1
Brazil,1995,TECHNOLOGICAL,Collapse (Miscellaneous),1
Brazil,1995,TECHNOLOGICAL,Road,5
Brazil,1996,CLIMATIC,Flood,1
Brazil,1996,CLIMATIC,Mass movement (wet),3
Brazil,1996,CONFLICTS,Terrorist attack,18
Brazil,1996,ECOLOGICAL,Infectious disease,1
Brazil,1996,ECONOMIC,Banking Crises,1
Brazil,1996,TECHNOLOGICAL,Air,1
Brazil,1996,TECHNOLOGICAL,Collapse (Miscellaneous),1
Brazil,1996,TECHNOLOGICAL,Explosion (Miscellaneous),1
Brazil,1996,TECHNOLOGICAL,Rail,1
Brazil,1996,TECHNOLOGICAL,Road,1
Brazil,1996,TECHNOLOGICAL,Water,1
Brazil,1997,CLIMATIC,Flood,3
Brazil,1997,CLIMATIC,Storm,1
Brazil,1997,CONFLICTS,Terrorist attack,39
Brazil,1997,ECONOMIC,Banking Crises,1
Brazil,1998,CLIMATIC,Drought,1
Brazil,1998,CLIMATIC,Flood,5
Brazil,1998,CLIMATIC,Wildfire,2
Brazil,1998,CONFLICTS,Terrorist attack,2
Brazil,1998,ECOLOGICAL,Infectious disease,3
Brazil,1998,ECONOMIC,Banking Crises,1
Brazil,1998,TECHNOLOGICAL,Collapse (Miscellaneous),1
Brazil,1998,TECHNOLOGICAL,Explosion (Industrial),1
Brazil,1998,TECHNOLOGICAL,Road,1
Brazil,1999,CLIMATIC,Flood,1
Brazil,1999,CLIMATIC,Mass movement (wet),1
Brazil,1999,CLIMATIC,Wildfire,1
Brazil,1999,CONFLICTS,Terrorist attack,1
Brazil,1999,ECOLOGICAL,Infectious disease,3
Brazil,1999,ECONOMIC,Currency Crises,1
Brazil,1999,TECHNOLOGICAL,Collapse (Miscellaneous),1
Brazil,1999,TECHNOLOGICAL,Road,2
Brazil,1999,TECHNOLOGICAL,Water,1
Brazil,2000,CLIMATIC,Extreme temperature,1
Brazil,2000,CLIMATIC,Flood,4
Brazil,2000,CLIMATIC,Mass movement (wet),1
Brazil,2000,CONFLICTS,Terrorist attack,2
Brazil,2000,ECOLOGICAL,Infectious disease,1
Brazil,2000,TECHNOLOGICAL,Chemical spill,1
Brazil,2000,TECHNOLOGICAL,Fire (Miscellaneous),1
Brazil,2000,TECHNOLOGICAL,Rail,1
Brazil,2000,TECHNOLOGICAL,Road,5
Brazil,2000,TECHNOLOGICAL,Water,1
Brazil,2001,CLIMATIC,Drought,1
Brazil,2001,CLIMATIC,Flood,3
Brazil,2001,CLIMATIC,Storm,1
Brazil,2001,CONFLICTS,Terrorist attack,3
Brazil,2001,ECOLOGICAL,Infectious disease,1
Brazil,2001,TECHNOLOGICAL,Explosion (Industrial),1
Brazil,2001,TECHNOLOGICAL,Fire (Miscellaneous),1
Brazil,2001,TECHNOLOGICAL,Miscellaneous accident (General),1
Brazil,2001,TECHNOLOGICAL,Road,1
Brazil,2002,CLIMATIC,Drought,1
Brazil,2002,CLIMATIC,Flood,2
Brazil,2002,CLIMATIC,Mass movement (wet),2
Brazil,2002,CONFLICTS,Terrorist attack,1
Brazil,2002,ECOLOGICAL,Infectious disease,1
Brazil,2002,ECONOMIC,Currency Crises,1
Brazil,2002,TECHNOLOGICAL,Air,1
Brazil,2002,TECHNOLOGICAL,Explosion (Miscellaneous),1
Brazil,2002,TECHNOLOGICAL,Road,3
Brazil,2002,TECHNOLOGICAL,Water,2
Brazil,2003,CLIMATIC,Flood,5
Brazil,2003,CONFLICTS,Terrorist attack,1
Brazil,2003,ECOLOGICAL,Infectious disease,2
Brazil,2003,TECHNOLOGICAL,Air,1
Brazil,2003,TECHNOLOGICAL,Poisoning,1
Brazil,2003,TECHNOLOGICAL,Road,5
Brazil,2003,TECHNOLOGICAL,Water,2
Brazil,2004,CLIMATIC,Drought,1
Brazil,2004,CLIMATIC,Extreme temperature,1
Brazil,2004,CLIMATIC,Flood,2
Brazil,2004,CLIMATIC,Storm,1
Brazil,2004,TECHNOLOGICAL,Air,1
Brazil,2004,TECHNOLOGICAL,Collapse (Miscellaneous),2
Brazil,2004,TECHNOLOGICAL,Road,5
Brazil,2004,TECHNOLOGICAL,Water,1
Brazil,2005,CLIMATIC,Drought,1
Brazil,2005,CLIMATIC,Flood,2
Brazil,2005,CLIMATIC,Storm,1
Brazil,2005,TECHNOLOGICAL,Miscellaneous accident (General),1
Brazil,2005,TECHNOLOGICAL,Road,1
Brazil,2005,TECHNOLOGICAL,Water,2
Brazil,2006,CLIMATIC,Flood,2
Brazil,2006,CONFLICTS,Terrorist attack,3
Brazil,2006,TECHNOLOGICAL,Air,2
Brazil,2006,TECHNOLOGICAL,Road,1
Brazil,2007,CLIMATIC,Drought,1
Brazil,2007,CLIMATIC,Flood,3
Brazil,2007,CLIMATIC,Mass movement (wet),1
Brazil,2007,GEOPHYSICAL,Earthquake,1
Brazil,2007,TECHNOLOGICAL,Air,1
Brazil,2008,CLIMATIC,Flood,4
Brazil,2008,CLIMATIC,Storm,1
Brazil,2008,ECOLOGICAL,Infectious disease,2
Brazil,2008,ECONOMIC,Currency Crises,1
Brazil,2008,TECHNOLOGICAL,Road,2
Brazil,2008,TECHNOLOGICAL,Water,2
Brazil,2009,CLIMATIC,Flood,7
Brazil,2009,CLIMATIC,Mass movement (wet),1
Brazil,2009,CLIMATIC,Storm,1
Brazil,2009,ECOLOGICAL,Infectious disease,1
Brazil,2009,TECHNOLOGICAL,Air,3
Brazil,2009,TECHNOLOGICAL,Collapse (Miscellaneous),1
Brazil,2010,CLIMATIC,Drought,1
Brazil,2010,CLIMATIC,Extreme temperature,1
Brazil,2010,CLIMATIC,Flood,3
Brazil,2010,ECOLOGICAL,Infectious disease,1
Brazil,2010,TECHNOLOGICAL,Road,2
Brazil,2010,TECHNOLOGICAL,Water,1
Brazil,2011,CLIMATIC,Flood,8
Brazil,2011,ECOLOGICAL,Infectious disease,1
Brazil,2011,TECHNOLOGICAL,Air,1
Brazil,2011,TECHNOLOGICAL,Miscellaneous accident (General),1
Brazil,2011,TECHNOLOGICAL,Road,2
Brazil,2012,CLIMATIC,Drought,1
Brazil,2012,CLIMATIC,Flood,2
Brazil,2012,CONFLICTS,Terrorist attack,1
Brazil,2012,TECHNOLOGICAL,Collapse (Miscellaneous),1
Brazil,2012,TECHNOLOGICAL,Road,4
Brazil,2013,CLIMATIC,Flood,5
Brazil,2013,CLIMATIC,Storm,1
Brazil,2013,CONFLICTS,Terrorist attack,3
Brazil,2013,TECHNOLOGICAL,Fire (Miscellaneous),1
Brazil,2013,TECHNOLOGICAL,Water,1
British Virgin Islands,1996,CLIMATIC,Storm,1
British Virgin Islands,2009,ECOLOGICAL,Infectious disease,1
Brunei Darussalam,1972,CONFLICTS,Terrorist attack,5
Brunei Darussalam,1992,CONFLICTS,Terrorist attack,1
Brunei Darussalam,1998,CLIMATIC,Wildfire,1
Brunei Darussalam,1999,ECOLOGICAL,Infectious disease,1
